Definition,6,record,timestamp,1,,position_lat,1,,position_long,1,,distance,1,,accumulated_power,1,,altitude,1,,speed,1,,power,1,,cadence,1,,temperature,1,,left_torque_effectiveness,1,,left_pedal_smoothness,1,,,,,,,,,,,
Data,6,record,timestamp,792640640,s,position_lat,577791624,semicircles,position_long,-1472046993,semicircles,distance,4.49,m,accumulated_power,108,watts,altitude,0.0,m,speed,4.489,m/s,power,54,watts,cadence,72,rpm,temperature,15,C,left_torque_effectiveness,42.5,percent,left_pedal_smoothness,12.5,percent,,,,,,,,,,
Data,6,record,timestamp,792640641,s,position_lat,577791620,semicircles,position_long,-1472046995,semicircles,distance,9.1,m,accumulated_power,156,watts,altitude,0.0,m,speed,4.615,m/s,power,48,watts,cadence,71,rpm,temperature,15,C,left_torque_effectiveness,44.5,percent,left_pedal_smoothness,14.5,percent,,,,,,,,,,
Definition,7,unknown,unknown,1,,unknown,1,,unknown,1,,unknown,1,,unknown,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,792640641,,unknown,4099,,unknown,97,,unknown,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,792640642,s,position_lat,577791623,semicircles,position_long,-1472047000,semicircles,distance,13.63,m,accumulated_power,209,watts,altitude,0.0,m,speed,4.527,m/s,power,53,watts,cadence,75,rpm,temperature,15,C,left_torque_effectiveness,33.5,percent,left_pedal_smoothness,9.5,percent,,,,,,,,,,
Data,6,record,timestamp,792640643,s,position_lat,577791627,semicircles,position_long,-1472047004,semicircles,distance,18.37,m,accumulated_power,258,watts,altitude,0.0,m,speed,4.737,m/s,power,49,watts,cadence,73,rpm,temperature,15,C,left_torque_effectiveness,33.5,percent,left_pedal_smoothness,9.5,percent,,,,,,,,,,
Data,6,record,timestamp,792640644,s,position_lat,577791626,semicircles,position_long,-1472047006,semicircles,distance,23.03,m,accumulated_power,312,watts,altitude,0.0,m,speed,4.665,m/s,power,54,watts,cadence,74,rpm,temperature,15,C,left_torque_effectiveness,46.0,percent,left_pedal_smoothness,15.5,percent,,,,,,,,,,
Data,6,record,timestamp,792640645,s,position_lat,577791624,semicircles,position_long,-1472047009,semicircles,distance,27.83,m,accumulated_power,361,watts,altitude,0.39999999999997726,m,speed,4.8,m/s,power,49,watts,cadence,75,rpm,temperature,15,C,left_torque_effectiveness,36.0,percent,left_pedal_smoothness,12.0,percent,,,,,,,,,,
Data,6,record,timestamp,792640646,s,position_lat,577791627,semicircles,position_long,-1472047017,semicircles,distance,32.56,m,accumulated_power,406,watts,altitude,0.19999999999998863,m,speed,4.726,m/s,power,45,watts,cadence,77,rpm,temperature,15,C,left_torque_effectiveness,36.0,percent,left_pedal_smoothness,12.0,percent,,,,,,,,,,
Data,6,record,timestamp,792640647,s,position_lat,577791635,semicircles,position_long,-1472047026,semicircles,distance,37.31,m,accumulated_power,454,watts,altitude,0.0,m,speed,4.747,m/s,power,48,watts,cadence,76,rpm,temperature,15,C,left_torque_effectiveness,48.0,percent,left_pedal_smoothness,14.5,percent,,,,,,,,,,
Data,6,record,timestamp,792640648,s,position_lat,577791643,semicircles,position_long,-1472047035,semicircles,distance,41.91,m,accumulated_power,454,watts,altitude,0.19999999999998863,m,speed,4.605,m/s,power,46,watts,cadence,76,rpm,temperature,15,C,left_torque_effectiveness,38.5,percent,left_pedal_smoothness,12.5,percent,,,,,,,,,,
Data,6,record,timestamp,792640649,s,position_lat,577791648,semicircles,position_long,-1472047044,semicircles,distance,46.51,m,accumulated_power,546,watts,altitude,0.19999999999998863,m,speed,4.595,m/s,power,46,watts,cadence,74,rpm,temperature,15,C,left_torque_effectiveness,38.5,percent,left_pedal_smoothness,12.5,percent,,,,,,,,,,
Data,6,record,timestamp,792640650,s,position_lat,577791649,semicircles,position_long,-1472047047,semicircles,distance,51.08,m,accumulated_power,594,watts,altitude,0.19999999999998863,m,speed,4.575,m/s,power,48,watts,cadence,74,rpm,temperature,15,C,left_torque_effectiveness,41.5,percent,left_pedal_smoothness,13.0,percent,,,,,,,,,,
Data,6,record,timestamp,792640651,s,position_lat,577791652,semicircles,position_long,-1472047049,semicircles,distance,55.62,m,accumulated_power,644,watts,altitude,0.19999999999998863,m,speed,4.537,m/s,power,50,watts,cadence,72,rpm,temperature,15,C,left_torque_effectiveness,41.0,percent,left_pedal_smoothness,13.0,percent,,,,,,,,,,
Data,6,record,timestamp,792640652,s,position_lat,577791655,semicircles,position_long,-1472047052,semicircles,distance,60.2,m,accumulated_power,695,watts,altitude,0.19999999999998863,m,speed,4.585,m/s,power,51,watts,cadence,72,rpm,temperature,15,C,left_torque_effectiveness,41.0,percent,left_pedal_smoothness,13.0,percent,,,,,,,,,,
Data,6,record,timestamp,792640653,s,position_lat,577791657,semicircles,position_long,-1472047058,semicircles,distance,64.78,m,accumulated_power,748,watts,altitude,0.19999999999998863,m,speed,4.575,m/s,power,53,watts,cadence,73,rpm,temperature,15,C,left_torque_effectiveness,44.5,percent,left_pedal_smoothness,14.0,percent,,,,,,,,,,
Data,6,record,timestamp,792640654,s,position_lat,577791657,semicircles,position_long,-1472047060,semicircles,distance,69.32,m,accumulated_power,801,watts,altitude,0.19999999999998863,m,speed,4.537,m/s,power,53,watts,cadence,72,rpm,temperature,15,C,left_torque_effectiveness,44.5,percent,left_pedal_smoothness,13.5,percent,,,,,,,,,,
Data,6,record,timestamp,792640655,s,position_lat,577791659,semicircles,position_long,-1472047059,semicircles,distance,73.88,m,accumulated_power,854,watts,altitude,0.19999999999998863,m,speed,4.566,m/s,power,53,watts,cadence,74,rpm,temperature,15,C,left_torque_effectiveness,44.5,percent,left_pedal_smoothness,13.5,percent,,,,,,,,,,
Data,6,record,timestamp,792640656,s,position_lat,577791660,semicircles,position_long,-1472047056,semicircles,distance,78.39,m,accumulated_power,907,watts,altitude,0.19999999999998863,m,speed,4.508,m/s,power,53,watts,cadence,72,rpm,temperature,15,C,left_torque_effectiveness,45.5,percent,left_pedal_smoothness,14.5,percent,,,,,,,,,,
Data,6,record,timestamp,792640657,s,position_lat,577791660,semicircles,position_long,-1472047052,semicircles,distance,82.81,m,accumulated_power,953,watts,altitude,0.19999999999998863,m,speed,4.416,m/s,power,46,watts,cadence,71,rpm,temperature,15,C,left_torque_effectiveness,40.5,percent,left_pedal_smoothness,13.0,percent,,,,,,,,,,
Data,6,record,timestamp,792640658,s,position_lat,577791659,semicircles,position_long,-1472047053,semicircles,distance,87.22,m,accumulated_power,1000,watts,altitude,0.0,m,speed,4.416,m/s,power,47,watts,cadence,71,rpm,temperature,15,C,left_torque_effectiveness,40.5,percent,left_pedal_smoothness,13.0,percent,,,,,,,,,,
Data,6,record,timestamp,792640659,s,position_lat,577791657,semicircles,position_long,-1472047054,semicircles,distance,91.56,m,accumulated_power,1047,watts,altitude,0.0,m,speed,4.335,m/s,power,47,watts,cadence,70,rpm,temperature,15,C,left_torque_effectiveness,40.0,percent,left_pedal_smoothness,13.0,percent,,,,,,,,,,
Data,6,record,timestamp,792640660,s,position_lat,577791655,semicircles,position_long,-1472047055,semicircles,distance,96.13,m,accumulated_power,1093,watts,altitude,0.19999999999998863,m,speed,4.575,m/s,power,46,watts,cadence,70,rpm,temperature,15,C,left_torque_effectiveness,27.0,percent,left_pedal_smoothness,9.5,percent,,,,,,,,,,
Data,6,record,timestamp,792640661,s,position_lat,577791652,semicircles,position_long,-1472047053,semicircles,distance,100.9,m,accumulated_power,1126,watts,altitude,0.19999999999998863,m,speed,4.768,m/s,power,33,watts,cadence,72,rpm,temperature,15,C,left_torque_effectiveness,27.0,percent,left_pedal_smoothness,9.5,percent,,,,,,,,,,
Data,6,record,timestamp,792640662,s,position_lat,577791650,semicircles,position_long,-1472047045,semicircles,distance,105.32,m,accumulated_power,1126,watts,altitude,0.0,m,speed,4.425,m/s,power,30,watts,cadence,72,rpm,temperature,15,C,left_torque_effectiveness,20.0,percent,left_pedal_smoothness,6.0,percent,,,,,,,,,,
Data,6,record,timestamp,792640663,s,position_lat,577791649,semicircles,position_long,-1472047042,semicircles,distance,110.05,m,accumulated_power,1186,watts,altitude,0.0,m,speed,4.726,m/s,power,30,watts,cadence,71,rpm,temperature,15,C,left_torque_effectiveness,44.0,percent,left_pedal_smoothness,14.5,percent,,,,,,,,,,
Data,6,record,timestamp,792640664,s,position_lat,577791648,semicircles,position_long,-1472047043,semicircles,distance,114.86,m,accumulated_power,1250,watts,altitude,0.19999999999998863,m,speed,4.811,m/s,power,64,watts,cadence,75,rpm,temperature,15,C,left_torque_effectiveness,44.0,percent,left_pedal_smoothness,14.5,percent,,,,,,,,,,
Data,6,record,timestamp,792640665,s,position_lat,577791648,semicircles,position_long,-1472047049,semicircles,distance,119.5,m,accumulated_power,1302,watts,altitude,0.19999999999998863,m,speed,4.634,m/s,power,52,watts,cadence,78,rpm,temperature,16,C,left_torque_effectiveness,32.5,percent,left_pedal_smoothness,10.0,percent,,,,,,,,,,
Data,6,record,timestamp,792640666,s,position_lat,577791648,semicircles,position_long,-1472047057,semicircles,distance,124.22,m,accumulated_power,1302,watts,altitude,0.19999999999998863,m,speed,4.726,m/s,power,54,watts,cadence,78,rpm,temperature,16,C,left_torque_effectiveness,32.5,percent,left_pedal_smoothness,10.0,percent,,,,,,,,,,
Data,6,record,timestamp,792640667,s,position_lat,577791647,semicircles,position_long,-1472047060,semicircles,distance,129.01,m,accumulated_power,1410,watts,altitude,0.19999999999998863,m,speed,4.789,m/s,power,54,watts,cadence,75,rpm,temperature,16,C,left_torque_effectiveness,34.0,percent,left_pedal_smoothness,10.5,percent,,,,,,,,,,
Data,6,record,timestamp,792640668,s,position_lat,577791645,semicircles,position_long,-1472047058,semicircles,distance,133.72,m,accumulated_power,1470,watts,altitude,0.19999999999998863,m,speed,4.705,m/s,power,60,watts,cadence,77,rpm,temperature,16,C,left_torque_effectiveness,40.5,percent,left_pedal_smoothness,12.5,percent,,,,,,,,,,
Data,6,record,timestamp,792640669,s,position_lat,577791640,semicircles,position_long,-1472047057,semicircles,distance,138.36,m,accumulated_power,1524,watts,altitude,0.19999999999998863,m,speed,4.644,m/s,power,54,watts,cadence,75,rpm,temperature,16,C,left_torque_effectiveness,40.5,percent,left_pedal_smoothness,12.5,percent,,,,,,,,,,
Data,6,record,timestamp,792640670,s,position_lat,577791638,semicircles,position_long,-1472047057,semicircles,distance,143.05,m,accumulated_power,1580,watts,altitude,0.19999999999998863,m,speed,4.695,m/s,power,56,watts,cadence,75,rpm,temperature,16,C,left_torque_effectiveness,37.0,percent,left_pedal_smoothness,11.0,percent,,,,,,,,,,
Data,6,record,timestamp,792640671,s,position_lat,577791635,semicircles,position_long,-1472047056,semicircles,distance,147.78,m,accumulated_power,1580,watts,altitude,0.19999999999998863,m,speed,4.726,m/s,power,61,watts,cadence,75,rpm,temperature,16,C,left_torque_effectiveness,42.5,percent,left_pedal_smoothness,12.5,percent,,,,,,,,,,
Data,6,record,timestamp,792640672,s,position_lat,577791632,semicircles,position_long,-1472047056,semicircles,distance,152.59,m,accumulated_power,1702,watts,altitude,0.19999999999998863,m,speed,4.811,m/s,power,61,watts,cadence,75,rpm,temperature,16,C,left_torque_effectiveness,42.5,percent,left_pedal_smoothness,12.5,percent,,,,,,,,,,
Data,6,record,timestamp,792640673,s,position_lat,577791629,semicircles,position_long,-1472047061,semicircles,distance,157.32,m,accumulated_power,1764,watts,altitude,0.19999999999998863,m,speed,4.726,m/s,power,62,watts,cadence,76,rpm,temperature,16,C,left_torque_effectiveness,42.5,percent,left_pedal_smoothness,12.5,percent,,,,,,,,,,
Data,6,record,timestamp,792640674,s,position_lat,577791628,semicircles,position_long,-1472047068,semicircles,distance,161.97,m,accumulated_power,1764,watts,altitude,0.19999999999998863,m,speed,4.655,m/s,power,49,watts,cadence,76,rpm,temperature,16,C,left_torque_effectiveness,35.0,percent,left_pedal_smoothness,10.5,percent,,,,,,,,,,
Data,6,record,timestamp,792640675,s,position_lat,577791627,semicircles,position_long,-1472047073,semicircles,distance,166.68,m,accumulated_power,1862,watts,altitude,0.39999999999997726,m,speed,4.705,m/s,power,49,watts,cadence,75,rpm,temperature,16,C,left_torque_effectiveness,35.0,percent,left_pedal_smoothness,10.5,percent,,,,,,,,,,
Data,6,record,timestamp,792640676,s,position_lat,577791625,semicircles,position_long,-1472047073,semicircles,distance,171.49,m,accumulated_power,1919,watts,altitude,0.39999999999997726,m,speed,4.811,m/s,power,57,watts,cadence,75,rpm,temperature,16,C,left_torque_effectiveness,42.0,percent,left_pedal_smoothness,12.5,percent,,,,,,,,,,
Data,6,record,timestamp,792640677,s,position_lat,577791623,semicircles,position_long,-1472047070,semicircles,distance,176.2,m,accumulated_power,1976,watts,altitude,0.19999999999998863,m,speed,4.716,m/s,power,57,watts,cadence,75,rpm,temperature,16,C,left_torque_effectiveness,32.5,percent,left_pedal_smoothness,10.0,percent,,,,,,,,,,
Data,6,record,timestamp,792640678,s,position_lat,577791622,semicircles,position_long,-1472047068,semicircles,distance,180.91,m,accumulated_power,2024,watts,altitude,0.39999999999997726,m,speed,4.705,m/s,power,48,watts,cadence,76,rpm,temperature,16,C,left_torque_effectiveness,32.5,percent,left_pedal_smoothness,10.0,percent,,,,,,,,,,
Data,6,record,timestamp,792640679,s,position_lat,577791620,semicircles,position_long,-1472047066,semicircles,distance,185.54,m,accumulated_power,2075,watts,altitude,0.39999999999997726,m,speed,4.634,m/s,power,51,watts,cadence,74,rpm,temperature,16,C,left_torque_effectiveness,36.5,percent,left_pedal_smoothness,11.0,percent,,,,,,,,,,
Data,6,record,timestamp,792640680,s,position_lat,577791615,semicircles,position_long,-1472047062,semicircles,distance,190.2,m,accumulated_power,2126,watts,altitude,0.39999999999997726,m,speed,4.655,m/s,power,51,watts,cadence,75,rpm,temperature,16,C,left_torque_effectiveness,35.0,percent,left_pedal_smoothness,10.0,percent,,,,,,,,,,
Data,6,record,timestamp,792640681,s,position_lat,577791612,semicircles,position_long,-1472047059,semicircles,distance,194.83,m,accumulated_power,2175,watts,altitude,0.39999999999997726,m,speed,4.634,m/s,power,49,watts,cadence,75,rpm,temperature,16,C,left_torque_effectiveness,35.0,percent,left_pedal_smoothness,10.0,percent,,,,,,,,,,
Data,6,record,timestamp,792640682,s,position_lat,577791611,semicircles,position_long,-1472047057,semicircles,distance,199.47,m,accumulated_power,2175,watts,altitude,0.39999999999997726,m,speed,4.639,m/s,power,49,watts,cadence,75,rpm,temperature,16,C,left_torque_effectiveness,37.0,percent,left_pedal_smoothness,12.0,percent,,,,,,,,,,
Data,6,record,timestamp,792640683,s,position_lat,577791610,semicircles,position_long,-1472047057,semicircles,distance,204.14,m,accumulated_power,2273,watts,altitude,0.39999999999997726,m,speed,4.665,m/s,power,49,watts,cadence,74,rpm,temperature,16,C,left_torque_effectiveness,37.5,percent,left_pedal_smoothness,12.0,percent,,,,,,,,,,
Data,6,record,timestamp,792640684,s,position_lat,577791610,semicircles,position_long,-1472047057,semicircles,distance,208.77,m,accumulated_power,2323,watts,altitude,0.19999999999998863,m,speed,4.634,m/s,power,50,watts,cadence,74,rpm,temperature,16,C,left_torque_effectiveness,37.5,percent,left_pedal_smoothness,12.0,percent,,,,,,,,,,
Data,6,record,timestamp,792640685,s,position_lat,577791609,semicircles,position_long,-1472047057,semicircles,distance,213.4,m,accumulated_power,2375,watts,altitude,0.19999999999998863,m,speed,4.634,m/s,power,52,watts,cadence,74,rpm,temperature,16,C,left_torque_effectiveness,37.5,percent,left_pedal_smoothness,11.5,percent,,,,,,,,,,
Data,6,record,timestamp,792640686,s,position_lat,577791610,semicircles,position_long,-1472047054,semicircles,distance,218.01,m,accumulated_power,2375,watts,altitude,0.39999999999997726,m,speed,4.605,m/s,power,51,watts,cadence,74,rpm,temperature,16,C,left_torque_effectiveness,34.5,percent,left_pedal_smoothness,10.5,percent,,,,,,,,,,
Data,6,record,timestamp,792640687,s,position_lat,577791611,semicircles,position_long,-1472047052,semicircles,distance,222.67,m,accumulated_power,2477,watts,altitude,0.39999999999997726,m,speed,4.665,m/s,power,51,watts,cadence,74,rpm,temperature,16,C,left_torque_effectiveness,34.5,percent,left_pedal_smoothness,10.5,percent,,,,,,,,,,
Data,6,record,timestamp,792640688,s,position_lat,577791612,semicircles,position_long,-1472047054,semicircles,distance,227.25,m,accumulated_power,2528,watts,altitude,0.39999999999997726,m,speed,4.575,m/s,power,51,watts,cadence,74,rpm,temperature,16,C,left_torque_effectiveness,33.5,percent,left_pedal_smoothness,10.5,percent,,,,,,,,,,
Data,6,record,timestamp,792640689,s,position_lat,577791612,semicircles,position_long,-1472047052,semicircles,distance,231.94,m,accumulated_power,2571,watts,altitude,0.39999999999997726,m,speed,4.695,m/s,power,43,watts,cadence,72,rpm,temperature,16,C,left_torque_effectiveness,43.0,percent,left_pedal_smoothness,14.0,percent,,,,,,,,,,
Data,6,record,timestamp,792640690,s,position_lat,577791612,semicircles,position_long,-1472047047,semicircles,distance,236.54,m,accumulated_power,2624,watts,altitude,0.19999999999998863,m,speed,4.595,m/s,power,53,watts,cadence,75,rpm,temperature,16,C,left_torque_effectiveness,43.0,percent,left_pedal_smoothness,14.0,percent,,,,,,,,,,
Data,6,record,timestamp,792640691,s,position_lat,577791609,semicircles,position_long,-1472047048,semicircles,distance,241.29,m,accumulated_power,2675,watts,altitude,0.39999999999997726,m,speed,4.747,m/s,power,51,watts,cadence,74,rpm,temperature,16,C,left_torque_effectiveness,42.0,percent,left_pedal_smoothness,13.5,percent,,,,,,,,,,
Data,6,record,timestamp,792640692,s,position_lat,577791607,semicircles,position_long,-1472047048,semicircles,distance,246.01,m,accumulated_power,2736,watts,altitude,0.39999999999997726,m,speed,4.726,m/s,power,61,watts,cadence,75,rpm,temperature,16,C,left_torque_effectiveness,42.0,percent,left_pedal_smoothness,13.5,percent,,,,,,,,,,
Data,6,record,timestamp,792640693,s,position_lat,577791605,semicircles,position_long,-1472047047,semicircles,distance,250.63,m,accumulated_power,2788,watts,altitude,0.39999999999997726,m,speed,4.615,m/s,power,52,watts,cadence,75,rpm,temperature,16,C,left_torque_effectiveness,42.0,percent,left_pedal_smoothness,13.5,percent,,,,,,,,,,
Data,6,record,timestamp,792640694,s,position_lat,577791603,semicircles,position_long,-1472047047,semicircles,distance,255.2,m,accumulated_power,2830,watts,altitude,0.39999999999997726,m,speed,4.575,m/s,power,42,watts,cadence,74,rpm,temperature,16,C,left_torque_effectiveness,31.0,percent,left_pedal_smoothness,9.5,percent,,,,,,,,,,
Data,6,record,timestamp,792640695,s,position_lat,577791602,semicircles,position_long,-1472047048,semicircles,distance,259.75,m,accumulated_power,2876,watts,altitude,0.39999999999997726,m,speed,4.546,m/s,power,46,watts,cadence,72,rpm,temperature,16,C,left_torque_effectiveness,36.5,percent,left_pedal_smoothness,11.0,percent,,,,,,,,,,
Data,6,record,timestamp,792640696,s,position_lat,577791601,semicircles,position_long,-1472047046,semicircles,distance,264.34,m,accumulated_power,2926,watts,altitude,0.39999999999997726,m,speed,4.595,m/s,power,50,watts,cadence,72,rpm,temperature,16,C,left_torque_effectiveness,36.5,percent,left_pedal_smoothness,11.0,percent,,,,,,,,,,
Data,6,record,timestamp,792640697,s,position_lat,577791598,semicircles,position_long,-1472047044,semicircles,distance,268.86,m,accumulated_power,2976,watts,altitude,0.6000000000000227,m,speed,4.518,m/s,power,50,watts,cadence,73,rpm,temperature,16,C,left_torque_effectiveness,38.5,percent,left_pedal_smoothness,11.5,percent,,,,,,,,,,
Data,6,record,timestamp,792640698,s,position_lat,577791596,semicircles,position_long,-1472047044,semicircles,distance,272.69,m,accumulated_power,2976,watts,altitude,0.6000000000000227,m,speed,3.826,m/s,power,0,watts,cadence,73,rpm,temperature,16,C,left_torque_effectiveness,38.5,percent,left_pedal_smoothness,11.5,percent,,,,,,,,,,
Data,6,record,timestamp,792640699,s,position_lat,577791595,semicircles,position_long,-1472047046,semicircles,distance,276.02,m,accumulated_power,2976,watts,altitude,0.6000000000000227,m,speed,3.334,m/s,power,0,watts,cadence,73,rpm,temperature,16,C,left_torque_effectiveness,32.0,percent,left_pedal_smoothness,9.5,percent,,,,,,,,,,
Definition,8,record,timestamp,1,,position_lat,1,,position_long,1,,distance,1,,accumulated_power,1,,altitude,1,,speed,1,,power,1,,cadence,1,,temperature,1,,left_torque_effectiveness,1,,right_torque_effectiveness,1,,left_pedal_smoothness,1,,right_pedal_smoothness,1,,,,,
Data,8,record,timestamp,792640700,s,position_lat,577791593,semicircles,position_long,-1472047045,semicircles,distance,278.85,m,accumulated_power,2976,watts,altitude,0.6000000000000227,m,speed,2.833,m/s,power,0,watts,cadence,0,rpm,temperature,16,C,left_torque_effectiveness,0.0,percent,right_torque_effectiveness,0.0,percent,left_pedal_smoothness,0.0,percent,right_pedal_smoothness,0.0,percent,,,,
Data,8,record,timestamp,792640701,s,position_lat,577791592,semicircles,position_long,-1472047047,semicircles,distance,281.13,m,accumulated_power,2976,watts,altitude,0.6000000000000227,m,speed,2.276,m/s,power,0,watts,cadence,0,rpm,temperature,16,C,left_torque_effectiveness,0.0,percent,right_torque_effectiveness,0.0,percent,left_pedal_smoothness,0.0,percent,right_pedal_smoothness,0.0,percent,,,,
Data,8,record,timestamp,792640702,s,position_lat,577791592,semicircles,position_long,-1472047048,semicircles,distance,282.79,m,accumulated_power,2976,watts,altitude,0.39999999999997726,m,speed,1.664,m/s,power,0,watts,cadence,0,rpm,temperature,16,C,left_torque_effectiveness,0.0,percent,right_torque_effectiveness,0.0,percent,left_pedal_smoothness,0.0,percent,right_pedal_smoothness,0.0,percent,,,,
Data,8,record,timestamp,792640703,s,position_lat,577791588,semicircles,position_long,-1472047056,semicircles,distance,284.46,m,accumulated_power,2976,watts,altitude,0.39999999999997726,m,speed,1.664,m/s,power,0,watts,cadence,0,rpm,temperature,16,C,left_torque_effectiveness,0.0,percent,right_torque_effectiveness,0.0,percent,left_pedal_smoothness,0.0,percent,right_pedal_smoothness,0.0,percent,,,,
Data,8,record,timestamp,792640704,s,position_lat,577791589,semicircles,position_long,-1472047052,semicircles,distance,285.32,m,accumulated_power,2976,watts,altitude,0.8000000000000114,m,speed,0.866,m/s,power,0,watts,cadence,0,rpm,temperature,16,C,left_torque_effectiveness,0.0,percent,right_torque_effectiveness,0.0,percent,left_pedal_smoothness,0.0,percent,right_pedal_smoothness,0.0,percent,,,,
Data,8,record,timestamp,792640705,s,position_lat,577791587,semicircles,position_long,-1472047053,semicircles,distance,286.19,m,accumulated_power,2976,watts,altitude,0.6000000000000227,m,speed,0.866,m/s,power,0,watts,cadence,0,rpm,temperature,16,C,left_torque_effectiveness,0.0,percent,right_torque_effectiveness,0.0,percent,left_pedal_smoothness,0.0,percent,right_pedal_smoothness,0.0,percent,,,,
Data,8,record,timestamp,792640706,s,position_lat,577791585,semicircles,position_long,-1472047060,semicircles,distance,287.06,m,accumulated_power,2976,watts,altitude,0.6000000000000227,m,speed,0.866,m/s,power,0,watts,cadence,0,rpm,temperature,16,C,left_torque_effectiveness,0.0,percent,right_torque_effectiveness,0.0,percent,left_pedal_smoothness,0.0,percent,right_pedal_smoothness,0.0,percent,,,,
Data,4,unknown,unknown,792640707,,unknown,4,,unknown,4,,unknown,1,,unknown,5,,unknown,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,9,record,timestamp,1,,position_lat,1,,position_long,1,,distance,1,,accumulated_power,1,,altitude,1,,speed,1,,power,1,,temperature,1,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,792640707,s,position_lat,577791589,semicircles,position_long,-1472047048,semicircles,distance,287.92,m,accumulated_power,2976,watts,altitude,0.6000000000000227,m,speed,0.866,m/s,power,0,watts,temperature,16,C,,,,,,,,,,,,,,,,,,,
Data,4,unknown,unknown,792640708,,unknown,2,,unknown,2,,unknown,1,,unknown,5,,unknown,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
