Data,6,record,timestamp,746675910,s,position_lat,405358662,semicircles,position_long,-1412868789,semicircles,distance,309.73,m,altitude,13.399999999999977,m,speed,6.304,m/s,cadence,72,rpm,temperature,23,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746675914,s,position_lat,405358482,semicircles,position_long,-1412869496,semicircles,distance,325.04,m,altitude,13.399999999999977,m,speed,2.671,m/s,cadence,0,rpm,temperature,23,C,,,,,,,,,,,,,,,,,,,,,,
Data,2,event,timestamp,746675916,s,timer_trigger,1,,event,0,,event_type,4,,event_group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746675916,s,position_lat,405358446,semicircles,position_long,-1412869553,semicircles,distance,327.71,m,altitude,13.399999999999977,m,speed,0.0,m/s,cadence,0,rpm,temperature,23,C,,,,,,,,,,,,,,,,,,,,,,
Data,4,unknown,unknown,746675918,,unknown,3,,unknown,3,,unknown,1,,unknown,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,4,unknown,unknown,746676064,,unknown,3,,unknown,3,,unknown,3,,unknown,1,,unknown,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,event,timestamp,746676067,s,timer_trigger,1,,event,0,,event_type,0,,event_group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676067,s,position_lat,405358092,semicircles,position_long,-1412870238,semicircles,distance,327.71,m,altitude,13.399999999999977,m,speed,1.958,m/s,cadence,24,rpm,temperature,22,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676068,s,position_lat,405357729,semicircles,position_long,-1412870591,semicircles,distance,329.91,m,altitude,13.399999999999977,m,speed,2.171,m/s,cadence,0,rpm,temperature,22,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676070,s,position_lat,405356942,semicircles,position_long,-1412870911,semicircles,distance,335.74,m,altitude,13.399999999999977,m,speed,3.71,m/s,cadence,30,rpm,temperature,22,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676071,s,position_lat,405356455,semicircles,position_long,-1412870870,semicircles,distance,339.9,m,altitude,13.399999999999977,m,speed,4.157,m/s,cadence,40,rpm,temperature,22,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676074,s,position_lat,405354908,semicircles,position_long,-1412870182,semicircles,distance,354.77,m,altitude,13.399999999999977,m,speed,5.162,m/s,cadence,56,rpm,temperature,22,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676075,s,position_lat,405354336,semicircles,position_long,-1412869936,semicircles,distance,360.21,m,altitude,13.399999999999977,m,speed,5.369,m/s,cadence,59,rpm,temperature,22,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676080,s,position_lat,405351180,semicircles,position_long,-1412868220,semicircles,distance,391.39,m,altitude,13.399999999999977,m,speed,6.636,m/s,cadence,70,rpm,temperature,22,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676088,s,position_lat,405345310,semicircles,position_long,-1412864812,semicircles,distance,450.27,m,altitude,13.399999999999977,m,speed,7.828,m/s,cadence,42,rpm,temperature,22,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676091,s,position_lat,405342928,semicircles,position_long,-1412863379,semicircles,distance,474.3,m,altitude,13.399999999999977,m,speed,8.095,m/s,cadence,88,rpm,temperature,22,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676096,s,position_lat,405338617,semicircles,position_long,-1412860641,semicircles,distance,518.74,m,altitude,13.399999999999977,m,speed,9.051,m/s,cadence,0,rpm,temperature,22,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676099,s,position_lat,405336351,semicircles,position_long,-1412859311,semicircles,distance,543.97,m,altitude,13.399999999999977,m,speed,7.494,m/s,cadence,0,rpm,temperature,22,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676100,s,position_lat,405335590,semicircles,position_long,-1412859287,semicircles,distance,551.26,m,altitude,13.0,m,speed,7.29,m/s,cadence,0,rpm,temperature,22,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676101,s,position_lat,405334817,semicircles,position_long,-1412859641,semicircles,distance,558.67,m,altitude,12.399999999999977,m,speed,7.416,m/s,cadence,0,rpm,temperature,22,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676102,s,position_lat,405334249,semicircles,position_long,-1412860305,semicircles,distance,566.09,m,altitude,12.0,m,speed,7.416,m/s,cadence,19,rpm,temperature,22,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676103,s,position_lat,405333872,semicircles,position_long,-1412861138,semicircles,distance,573.38,m,altitude,11.600000000000023,m,speed,7.29,m/s,cadence,76,rpm,temperature,22,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676104,s,position_lat,405333487,semicircles,position_long,-1412861988,semicircles,distance,580.83,m,altitude,11.199999999999989,m,speed,7.442,m/s,cadence,78,rpm,temperature,22,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676109,s,position_lat,405331447,semicircles,position_long,-1412866608,semicircles,distance,620.39,m,altitude,11.199999999999989,m,speed,8.215,m/s,cadence,85,rpm,temperature,22,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676117,s,position_lat,405328138,semicircles,position_long,-1412874241,semicircles,distance,686.68,m,altitude,11.199999999999989,m,speed,8.235,m/s,cadence,86,rpm,temperature,22,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676122,s,position_lat,405326216,semicircles,position_long,-1412879162,semicircles,distance,727.98,m,altitude,11.199999999999989,m,speed,8.299,m/s,cadence,87,rpm,temperature,22,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676124,s,position_lat,405325348,semicircles,position_long,-1412881040,semicircles,distance,744.67,m,altitude,11.199999999999989,m,speed,8.332,m/s,cadence,88,rpm,temperature,22,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676132,s,position_lat,405322060,semicircles,position_long,-1412888989,semicircles,distance,812.84,m,altitude,11.199999999999989,m,speed,8.701,m/s,cadence,91,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676133,s,position_lat,405321641,semicircles,position_long,-1412890003,semicircles,distance,821.61,m,altitude,11.199999999999989,m,speed,8.773,m/s,cadence,91,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676140,s,position_lat,405318573,semicircles,position_long,-1412896875,semicircles,distance,882.36,m,altitude,11.199999999999989,m,speed,8.562,m/s,cadence,89,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676142,s,position_lat,405317667,semicircles,position_long,-1412898817,semicircles,distance,899.6,m,altitude,11.199999999999989,m,speed,8.639,m/s,cadence,90,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676148,s,position_lat,405314961,semicircles,position_long,-1412904935,semicircles,distance,952.83,m,altitude,11.199999999999989,m,speed,8.854,m/s,cadence,92,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676153,s,position_lat,405312737,semicircles,position_long,-1412909944,semicircles,distance,996.89,m,altitude,11.199999999999989,m,speed,8.781,m/s,cadence,92,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676160,s,position_lat,405309534,semicircles,position_long,-1412917148,semicircles,distance,1059.61,m,altitude,11.199999999999989,m,speed,9.042,m/s,cadence,94,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676161,s,position_lat,405309076,semicircles,position_long,-1412918167,semicircles,distance,1068.69,m,altitude,11.199999999999989,m,speed,9.08,m/s,cadence,95,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676166,s,position_lat,405307193,semicircles,position_long,-1412922480,semicircles,distance,1109.8,m,altitude,11.199999999999989,m,speed,6.338,m/s,cadence,44,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676167,s,position_lat,405306977,semicircles,position_long,-1412922927,semicircles,distance,1115.18,m,altitude,11.199999999999989,m,speed,5.38,m/s,cadence,0,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676170,s,position_lat,405306396,semicircles,position_long,-1412923929,semicircles,distance,1125.8,m,altitude,11.199999999999989,m,speed,3.109,m/s,cadence,0,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676173,s,position_lat,405305670,semicircles,position_long,-1412925451,semicircles,distance,1137.35,m,altitude,10.800000000000011,m,speed,4.204,m/s,cadence,45,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676174,s,position_lat,405305586,semicircles,position_long,-1412926181,semicircles,distance,1142.57,m,altitude,10.399999999999977,m,speed,5.222,m/s,cadence,55,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676175,s,position_lat,405305728,semicircles,position_long,-1412927033,semicircles,distance,1148.59,m,altitude,9.800000000000011,m,speed,6.017,m/s,cadence,62,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676176,s,position_lat,405306087,semicircles,position_long,-1412927766,semicircles,distance,1155.18,m,altitude,9.399999999999977,m,speed,6.592,m/s,cadence,68,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676177,s,position_lat,405306701,semicircles,position_long,-1412928301,semicircles,distance,1162.11,m,altitude,9.0,m,speed,6.935,m/s,cadence,71,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676180,s,position_lat,405308984,semicircles,position_long,-1412929497,semicircles,distance,1183.58,m,altitude,9.0,m,speed,7.315,m/s,cadence,77,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676182,s,position_lat,405310566,semicircles,position_long,-1412930362,semicircles,distance,1198.92,m,altitude,9.0,m,speed,7.767,m/s,cadence,82,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676188,s,position_lat,405315143,semicircles,position_long,-1412933380,semicircles,distance,1246.92,m,altitude,9.0,m,speed,8.06,m/s,cadence,83,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676196,s,position_lat,405320731,semicircles,position_long,-1412938520,semicircles,distance,1311.61,m,altitude,9.0,m,speed,8.344,m/s,cadence,87,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676197,s,position_lat,405321508,semicircles,position_long,-1412939134,semicircles,distance,1320.09,m,altitude,9.0,m,speed,8.476,m/s,cadence,87,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676205,s,position_lat,405327780,semicircles,position_long,-1412943733,semicircles,distance,1387.63,m,altitude,9.0,m,speed,8.442,m/s,cadence,88,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676206,s,position_lat,405328604,semicircles,position_long,-1412944313,semicircles,distance,1396.06,m,altitude,9.399999999999977,m,speed,8.409,m/s,cadence,87,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676207,s,position_lat,405329382,semicircles,position_long,-1412944856,semicircles,distance,1404.38,m,altitude,9.800000000000011,m,speed,8.344,m/s,cadence,88,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676208,s,position_lat,405330172,semicircles,position_long,-1412945400,semicircles,distance,1412.79,m,altitude,10.399999999999977,m,speed,8.409,m/s,cadence,87,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676209,s,position_lat,405330928,semicircles,position_long,-1412945954,semicircles,distance,1421.16,m,altitude,10.800000000000011,m,speed,8.376,m/s,cadence,87,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676210,s,position_lat,405331682,semicircles,position_long,-1412946553,semicircles,distance,1429.47,m,altitude,11.199999999999989,m,speed,8.311,m/s,cadence,86,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676213,s,position_lat,405333902,semicircles,position_long,-1412948157,semicircles,distance,1453.98,m,altitude,11.199999999999989,m,speed,8.11,m/s,cadence,84,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676220,s,position_lat,405339172,semicircles,position_long,-1412951701,semicircles,distance,1509.97,m,altitude,11.199999999999989,m,speed,8.141,m/s,cadence,85,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676221,s,position_lat,405340010,semicircles,position_long,-1412952248,semicircles,distance,1518.33,m,altitude,11.600000000000023,m,speed,8.364,m/s,cadence,87,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676222,s,position_lat,405340809,semicircles,position_long,-1412952779,semicircles,distance,1526.83,m,altitude,12.0,m,speed,8.497,m/s,cadence,83,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676223,s,position_lat,405341605,semicircles,position_long,-1412953294,semicircles,distance,1535.13,m,altitude,12.399999999999977,m,speed,8.299,m/s,cadence,83,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676224,s,position_lat,405342318,semicircles,position_long,-1412953773,semicircles,distance,1543.56,m,altitude,12.799999999999955,m,speed,8.43,m/s,cadence,83,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676225,s,position_lat,405342920,semicircles,position_long,-1412954174,semicircles,distance,1551.01,m,altitude,13.200000000000045,m,speed,7.458,m/s,cadence,0,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676226,s,position_lat,405343381,semicircles,position_long,-1412954486,semicircles,distance,1556.97,m,altitude,13.200000000000045,m,speed,5.958,m/s,cadence,0,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676227,s,position_lat,405343789,semicircles,position_long,-1412954631,semicircles,distance,1561.86,m,altitude,13.200000000000045,m,speed,4.885,m/s,cadence,0,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676229,s,position_lat,405344430,semicircles,position_long,-1412953963,semicircles,distance,1570.43,m,altitude,12.799999999999955,m,speed,4.357,m/s,cadence,0,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676230,s,position_lat,405344564,semicircles,position_long,-1412953362,semicircles,distance,1574.85,m,altitude,12.399999999999977,m,speed,4.429,m/s,cadence,23,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676231,s,position_lat,405344738,semicircles,position_long,-1412952749,semicircles,distance,1579.37,m,altitude,12.0,m,speed,4.513,m/s,cadence,48,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676232,s,position_lat,405344955,semicircles,position_long,-1412952151,semicircles,distance,1584.24,m,altitude,11.600000000000023,m,speed,4.874,m/s,cadence,52,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676233,s,position_lat,405345237,semicircles,position_long,-1412951558,semicircles,distance,1589.37,m,altitude,11.199999999999989,m,speed,5.132,m/s,cadence,58,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676234,s,position_lat,405345566,semicircles,position_long,-1412950994,semicircles,distance,1594.7,m,altitude,11.199999999999989,m,speed,5.324,m/s,cadence,61,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676242,s,position_lat,405348486,semicircles,position_long,-1412946557,semicircles,distance,1639.31,m,altitude,11.199999999999989,m,speed,5.35,m/s,cadence,64,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676243,s,position_lat,405348678,semicircles,position_long,-1412946154,semicircles,distance,1643.87,m,altitude,11.199999999999989,m,speed,4.562,m/s,cadence,64,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676245,s,position_lat,405348748,semicircles,position_long,-1412945749,semicircles,distance,1650.12,m,altitude,11.199999999999989,m,speed,2.73,m/s,cadence,0,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,2,event,timestamp,746676246,s,timer_trigger,1,,event,0,,event_type,4,,event_group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676246,s,position_lat,405348700,semicircles,position_long,-1412945669,semicircles,distance,1650.12,m,altitude,11.199999999999989,m,speed,0.0,m/s,cadence,0,rpm,temperature,21,C,,,,,,,,,,,,,,,,,,,,,,
Data,2,event,timestamp,746676249,s,timer_trigger,1,,event,0,,event_type,0,,event_group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676249,s,position_lat,405348186,semicircles,position_long,-1412945963,semicircles,distance,1650.12,m,altitude,11.199999999999989,m,speed,1.051,m/s,cadence,0,rpm,temperature,20,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676250,s,position_lat,405347912,semicircles,position_long,-1412946290,semicircles,distance,1652.53,m,altitude,11.199999999999989,m,speed,2.412,m/s,cadence,0,rpm,temperature,20,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676253,s,position_lat,405346725,semicircles,position_long,-1412948100,semicircles,distance,1666.27,m,altitude,11.199999999999989,m,speed,5.93,m/s,cadence,70,rpm,temperature,20,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676259,s,position_lat,405343320,semicircles,position_long,-1412952886,semicircles,distance,1713.41,m,altitude,11.199999999999989,m,speed,8.54,m/s,cadence,99,rpm,temperature,20,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676261,s,position_lat,405342138,semicircles,position_long,-1412954794,semicircles,distance,1731.11,m,altitude,11.199999999999989,m,speed,8.914,m/s,cadence,103,rpm,temperature,20,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676263,s,position_lat,405341152,semicircles,position_long,-1412956703,semicircles,distance,1748.79,m,altitude,11.199999999999989,m,speed,8.714,m/s,cadence,99,rpm,temperature,20,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676268,s,position_lat,405338980,semicircles,position_long,-1412961027,semicircles,distance,1787.72,m,altitude,11.199999999999989,m,speed,7.625,m/s,cadence,88,rpm,temperature,20,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676276,s,position_lat,405335068,semicircles,position_long,-1412967557,semicircles,distance,1849.92,m,altitude,11.199999999999989,m,speed,7.856,m/s,cadence,91,rpm,temperature,20,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676277,s,position_lat,405334612,semicircles,position_long,-1412968386,semicircles,distance,1857.78,m,altitude,11.199999999999989,m,speed,7.856,m/s,cadence,90,rpm,temperature,20,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676283,s,position_lat,405332471,semicircles,position_long,-1412973397,semicircles,distance,1902.15,m,altitude,11.199999999999989,m,speed,7.006,m/s,cadence,81,rpm,temperature,20,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676289,s,position_lat,405330550,semicircles,position_long,-1412977967,semicircles,distance,1942.93,m,altitude,11.199999999999989,m,speed,6.555,m/s,cadence,69,rpm,temperature,20,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676290,s,position_lat,405330202,semicircles,position_long,-1412978634,semicircles,distance,1948.53,m,altitude,11.199999999999989,m,speed,5.594,m/s,cadence,50,rpm,temperature,20,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676293,s,position_lat,405329152,semicircles,position_long,-1412980678,semicircles,distance,1966.92,m,altitude,11.199999999999989,m,speed,6.379,m/s,cadence,75,rpm,temperature,20,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676295,s,position_lat,405328247,semicircles,position_long,-1412982175,semicircles,distance,1980.74,m,altitude,11.199999999999989,m,speed,7.099,m/s,cadence,82,rpm,temperature,20,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676296,s,position_lat,405327761,semicircles,position_long,-1412982941,semicircles,distance,1988.08,m,altitude,11.199999999999989,m,speed,7.343,m/s,cadence,85,rpm,temperature,20,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676299,s,position_lat,405326328,semicircles,position_long,-1412985325,semicircles,distance,2010.97,m,altitude,11.199999999999989,m,speed,7.757,m/s,cadence,90,rpm,temperature,20,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676300,s,position_lat,405325856,semicircles,position_long,-1412986224,semicircles,distance,2018.88,m,altitude,11.199999999999989,m,speed,7.915,m/s,cadence,91,rpm,temperature,20,C,,,,,,,,,,,,,,,,,,,,,,
Data,6,record,timestamp,746676304,s,position_lat,405324038,semicircles,position_long,-1412989515,semicircles,distance,2050.08,m,altitude,11.600000000000023,m,speed,7.715,m/s,cadence,89,rpm,temperature,20,C,,,,,,,,,,,,,,,,,,,,,,
